country,message_id,message_combination,target_topic,target_position,target_group,target_message,target_constraint_gender,sender_scope,sender_message,sender_category,sender_hatescore
nig,nig-mssge-303,inequality-right-opinion-group-2,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,Capitalists should all be thrown in jail for defrauding society like this!,opinion,2
nig,nig-mssge-304,inequality-right-insult-group-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,Capitalists are all heartless bastards.,insult,1
nig,nig-mssge-305,inequality-right-insult-personal-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,You're a capitalist heartless bastard.,insult,1
nig,nig-mssge-306,inequality-right-insult-group-2,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,Capitalist pigs are the ones to blame!,insult,2
nig,nig-mssge-307,inequality-right-insult-personal-2,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,"You're the one to blame, capitalist pig!",insult,2
nig,nig-mssge-308,inequality-right-threat-group-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,Capitalists should be beaten in the streets,threat,1
nig,nig-mssge-309,inequality-right-threat-personal-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,I hope someone beats you with a bat,threat,1
nig,nig-mssge-310,inequality-right-threat-group-2,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,We should put all capitalists' heads on spikes!,threat,2
nig,nig-mssge-311,inequality-right-threat-personal-2,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,I hope someone puts your head on a spike!,threat,2
nig,nig-mssge-312,inequality-right-mocking-group-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,"Capitalists are such warm, loving people, aren't they?",mocking,1
nig,nig-mssge-313,inequality-right-mocking-personal-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,"Lol that's some convenient logic, better hope you never end up poor",mocking,1
nig,nig-mssge-314,inequality-right-meme-group-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,group,inequality_r_group.jpeg,meme,1
nig,nig-mssge-315,inequality-right-meme-personal-1,inequality,right,Capitalists,The poor are to blame for their poverty.,NA,personal,inequality_r_personal.jpeg,meme,1
nig,nig-mssge-316,nationalism-left-opinion-group-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,Unpatriotic language like this shouldn't be on the internet.,opinion,1
nig,nig-mssge-317,nationalism-left-opinion-group-2,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,Traitors are dangerous! They should be arrested and thrown in jail!,opinion,2
nig,nig-mssge-318,nationalism-left-insult-group-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,Ungrateful traitors are all scumbags.,insult,1
nig,nig-mssge-319,nationalism-left-insult-personal-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,You are a stupid traitor,insult,1
nig,nig-mssge-320,nationalism-left-insult-group-2,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,Traitors should be identified for what they are: terrorist scum!,insult,2
nig,nig-mssge-321,nationalism-left-insult-personal-2,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,"You're terrorist scum, traitor!",insult,2
nig,nig-mssge-322,nationalism-left-threat-group-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,All traitors should be punched in the face.,threat,1
nig,nig-mssge-323,nationalism-left-threat-personal-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,"You should be punched in the face, traitor",threat,1
nig,nig-mssge-324,nationalism-left-threat-group-2,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,Traitors should be stamped out like pests!,threat,2
nig,nig-mssge-325,nationalism-left-threat-personal-2,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,You should be shot on sight!,threat,2
nig,nig-mssge-326,nationalism-left-mocking-group-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,I'm ashamed of all the stupid whiny traitors in my country,mocking,1
nig,nig-mssge-327,nationalism-left-mocking-personal-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,"Don't worry, your country is ashamed of you too",mocking,1
nig,nig-mssge-328,nationalism-left-meme-group-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,group,nationalism_l_group.jpeg,meme,1
nig,nig-mssge-329,nationalism-left-meme-personal-1,nationalism,left,Anarchists/Traitors,I am ashamed of my country!,NA,personal,nationalism_l_personal.jpeg,meme,1
nig,nig-mssge-330,nationalism-right-opinion-group-1,nationalism,right,Patriots,I am proud of my country!,NA,group,"Patriotism is harmful, it shouldn't be encouraged in schools",opinion,1
nig,nig-mssge-331,nationalism-right-opinion-group-2,nationalism,right,Patriots,I am proud of my country!,NA,group,"So-called ""patriots"" should have to pay reparations to all the people this country has hurt!",opinion,2
nig,nig-mssge-332,nationalism-right-insult-group-1,nationalism,right,Patriots,I am proud of my country!,NA,group,"""Patriots"" are all idiotic sheeple",insult,1
nig,nig-mssge-333,nationalism-right-insult-personal-1,nationalism,right,Patriots,I am proud of my country!,NA,personal,Your're an idiotic goat.,insult,1
nig,nig-mssge-334,nationalism-right-insult-group-2,nationalism,right,Patriots,I am proud of my country!,NA,group,"""Patriots"" are all liars and propagandists!",insult,2
nig,nig-mssge-335,nationalism-right-insult-personal-2,nationalism,right,Patriots,I am proud of my country!,NA,personal,You're a liar and propagandist!,insult,2
nig,nig-mssge-336,nationalism-right-threat-group-1,nationalism,right,Patriots,I am proud of my country!,NA,group,"All ""patriots"" are violent and should be punched in the face.",threat,1
nig,nig-mssge-337,nationalism-right-threat-personal-1,nationalism,right,Patriots,I am proud of my country!,NA,personal,You're a violent person who should be punched in the face.,threat,1
nig,nig-mssge-338,nationalism-right-threat-group-2,nationalism,right,Patriots,I am proud of my country!,NA,group,"All ""patriots"" should be pushed off a cliff!",threat,2
nig,nig-mssge-339,nationalism-right-threat-personal-2,nationalism,right,Patriots,I am proud of my country!,NA,personal,I hope someone pushes you off a cliff!,threat,2
nig,nig-mssge-340,nationalism-right-mocking-group-1,nationalism,right,Patriots,I am proud of my country!,NA,group,Ahh patriotism--makes idiots of us all!,mocking,1
nig,nig-mssge-341,nationalism-right-mocking-personal-1,nationalism,right,Patriots,I am proud of my country!,NA,personal,Aww I bet your country is very proud of you too lol,mocking,1
nig,nig-mssge-342,nationalism-right-meme-group-1,nationalism,right,Patriots,I am proud of my country!,NA,group,nationalism_r_group.jpeg,meme,1
nig,nig-mssge-343,nationalism-right-meme-personal-1,nationalism,right,Patriots,I am proud of my country!,NA,personal,nationalism_r_personal.jpeg,meme,1
nig,nig-mssge-344,police-left-opinion-group-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,This type of police-hating shouldn't be allowed on the internet.,opinion,1
nig,nig-mssge-345,police-left-opinion-group-2,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,"Police-haters are dangerous, they should all be thrown in jail!",opinion,2
nig,nig-mssge-346,police-left-insult-group-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,Police-haters are all dunce.,insult,1
nig,nig-mssge-347,police-left-insult-personal-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,You must be a dunce.,insult,1
nig,nig-mssge-348,police-left-insult-group-2,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,"Police-haters are all criminals, why else would they want to prevent the police from being funded?!",insult,2
nig,nig-mssge-349,police-left-insult-personal-2,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,"You must be a criminal, otherwise, why will you want to defund the police?!",insult,2
nig,nig-mssge-350,police-left-threat-group-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,Police-haters deserve to be beaten in the streets,threat,1
nig,nig-mssge-351,police-left-threat-personal-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,You deserve to be beaten in the streets,threat,1
nig,nig-mssge-352,police-left-threat-group-2,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,Death to all police-haters!,threat,2
nig,nig-mssge-353,police-left-threat-personal-2,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,Die you police-hater!,threat,2
nig,nig-mssge-354,police-left-mocking-group-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,"Lol, everyone hates the police until they are in trouble and need the police, isn't that so?",mocking,1
nig,nig-mssge-355,police-left-mocking-personal-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,"Okay, let's defund the police and see how long you will last. Jior",mocking,1
nig,nig-mssge-356,police-left-meme-group-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,group,police_l_group.jpeg,meme,1
nig,nig-mssge-357,police-left-meme-personal-1,police,left,Cop-haters,Prevent the police from getting funded!,NA,personal,police_l_personal.jpeg,meme,1
nig,nig-mssge-358,police-right-opinion-group-1,police,right,Cops,Blue lives matter!,NA,group,Police should be reduced.,opinion,1
nig,nig-mssge-359,police-right-opinion-group-2,police,right,Cops,Blue lives matter!,NA,group,All police should be imprisoned!,opinion,2
nig,nig-mssge-360,police-right-insult-group-1,police,right,Cops,Blue lives matter!,NA,group,All police are bastards.,insult,1
nig,nig-mssge-361,police-right-insult-personal-1,police,right,Cops,Blue lives matter!,NA,personal,You're a police-loving bastard.,insult,1
nig,nig-mssge-362,police-right-insult-group-2,police,right,Cops,Blue lives matter!,NA,group,Police are all disgusting pigs!,insult,2
nig,nig-mssge-363,police-right-insult-personal-2,police,right,Cops,Blue lives matter!,NA,personal,You're a disgusting pig!,insult,2
nig,nig-mssge-364,police-right-threat-group-1,police,right,Cops,Blue lives matter!,NA,group,Police should all be tased,threat,1
nig,nig-mssge-365,police-right-threat-personal-1,police,right,Cops,Blue lives matter!,NA,personal,"I hope someone electrocutes you, police lover.",threat,1
nig,nig-mssge-366,police-right-threat-group-2,police,right,Cops,Blue lives matter!,NA,group,Death to all police!,threat,2
nig,nig-mssge-367,police-right-threat-personal-2,police,right,Cops,Blue lives matter!,NA,personal,Die you police-lover!,threat,2
nig,nig-mssge-368,police-right-mocking-group-1,police,right,Cops,Blue lives matter!,NA,group,Lol don't all lives matter?,mocking,1
nig,nig-mssge-369,police-right-mocking-personal-1,police,right,Cops,Blue lives matter!,NA,personal,aww little baby police officer needs protection!,mocking,1
nig,nig-mssge-370,police-right-meme-group-1,police,right,Cops,Blue lives matter!,NA,group,police_r_group.jpeg,meme,1
nig,nig-mssge-371,police-right-meme-personal-1,police,right,Cops,Blue lives matter!,NA,personal,police_r_personal.jpeg,meme,1
nig,nig-mssge-372,cardriver-left-opinion-group-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,This type of SUV-hating shouldn't be allowed on the internet.,opinion,1
nig,nig-mssge-373,cardriver-left-opinion-group-2,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,SUVs are safer and should be the only cars sold!,opinion,2
nig,nig-mssge-374,cardriver-left-insult-group-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,SUV-haters are just stupid treehuggers,insult,1
nig,nig-mssge-375,cardriver-left-insult-personal-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,You're a stupid treehugger,insult,1
nig,nig-mssge-376,cardriver-left-insult-group-2,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,SUV hating bastards need to chill out!,insult,2
nig,nig-mssge-377,cardriver-left-insult-personal-2,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,"Chill out, you SUV-hating bastard!",insult,2
nig,nig-mssge-378,cardriver-left-threat-group-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,SUV-haters need a good kick in the ass.,threat,1
nig,nig-mssge-379,cardriver-left-threat-personal-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,"I should kick your ass, SUV-hater",threat,1
nig,nig-mssge-380,cardriver-left-threat-group-2,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,"We should just run over all SUV-haters, abeg!",threat,2
nig,nig-mssge-381,cardriver-left-threat-personal-2,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,I'd like to run you over with my SUV!,threat,2
nig,nig-mssge-382,cardriver-left-mocking-group-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,"SUV haters all think they will save the world, what bores haha.",mocking,1
nig,nig-mssge-383,cardriver-left-mocking-personal-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,"haha, I'm sure you don't know how to drive, so why do you care?",mocking,1
nig,nig-mssge-384,cardriver-left-meme-group-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,group,cars_l_group.jpeg,meme,1
nig,nig-mssge-385,cardriver-left-meme-personal-1,cardriver,left,SUV-haters,SUVs should be prohibited!,NA,personal,cars_l_personal.jpeg,meme,1
nig,nig-mssge-386,cardriver-right-opinion-group-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUV should not be allowed to park in cities.,opinion,1
nig,nig-mssge-387,cardriver-right-opinion-group-2,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUVs should be banned!,opinion,2
nig,nig-mssge-388,cardriver-right-insult-group-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUV drivers are all selfish fools.,insult,1
nig,nig-mssge-389,cardriver-right-insult-personal-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,You're a selfish fool.,insult,1
nig,nig-mssge-390,cardriver-right-insult-group-2,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUV lovers are all petrol guzzling criminals!,insult,2
nig,nig-mssge-391,cardriver-right-insult-personal-2,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,You're a petrol consuming crimininal!,insult,2
nig,nig-mssge-392,cardriver-right-threat-group-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUV lovers need a good kick in the ass,threat,1
nig,nig-mssge-393,cardriver-right-threat-personal-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,I should kick your ass,threat,1
nig,nig-mssge-394,cardriver-right-threat-group-2,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,SUV lovers should all be pushed off a bridge and drown!,threat,2
nig,nig-mssge-395,cardriver-right-threat-personal-2,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,I hope you drive off a bridge and drown!,threat,2
nig,nig-mssge-396,cardriver-right-mocking-group-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,Freedom to do what? Fall into a ditch? Lol,mocking,1
nig,nig-mssge-397,cardriver-right-mocking-personal-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,Aw I bet you still play with your little toy cars at home too!,mocking,1
nig,nig-mssge-398,cardriver-right-meme-group-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,group,cars_r_group.jpeg,meme,1
nig,nig-mssge-399,cardriver-right-meme-personal-1,cardriver,right,SUV-lovers,Driving my SUV is pure freedom!,NA,personal,cars_r_personal.jpeg,meme,1
phl,phl-mssge-1,feminism-left-opinion-group-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,"Ang kababaihan ay dapat maging mapagkalingang ina, sa halip na labis ang pokus sa kanilang karera.",opinion,1
phl,phl-mssge-2,feminism-left-opinion-group-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Ang kababaihan ay hindi dapat payagang magtrabaho!,opinion,2
phl,phl-mssge-3,feminism-left-insult-group-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Ang mga peminista ay isang grupo ng mga idiyotang mareklamo.,insult,1
phl,phl-mssge-4,feminism-left-insult-personal-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,personal,Isa kang idiyotang mareklamo.,insult,1
phl,phl-mssge-5,feminism-left-insult-group-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Lahat ng mga peminista ay mga putang nagmamarapat!,insult,2
phl,phl-mssge-6,feminism-left-insult-personal-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,male,personal,"Isa kang ""ander da saya""!",insult,2
phl,phl-mssge-7,feminism-left-insult-personal-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,female,personal,Puta kang nagmamarapat!,insult,2
phl,phl-mssge-8,feminism-left-threat-group-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Dapat suntukin sa mukha ang lahat ng mga pemenista.,threat,1
phl,phl-mssge-9,feminism-left-threat-personal-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,personal,Sana'y may sumuntok sa mukha mo.,threat,1
phl,phl-mssge-10,feminism-left-threat-group-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Nararapat na magahasa ang mga peminista!,threat,2
phl,phl-mssge-11,feminism-left-threat-personal-2,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,personal,Karapat-dapat kang magahasa!,threat,2
phl,phl-mssge-12,feminism-left-mocking-group-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,Nakakaaliw ang mga peminista; akala nila'y matalino sila.,mocking,1
phl,phl-mssge-13,feminism-left-mocking-personal-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,personal,"Sige, simulan mo sa kusina ko at tingnan natin kung ano ang mangyayari lol.",mocking,1
phl,phl-mssge-14,feminism-left-meme-group-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,group,feminism_l_group.jpeg,meme,1
phl,phl-mssge-15,feminism-left-meme-personal-1,feminism,left,Women,Babae ang dapat maghari sa mundo!,NA,personal,feminism_l_personal.jpeg,meme,1
phl,phl-mssge-16,feminism-right-opinion-group-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Ang mga stay-at-home moms ay kailangang kumuha ng totoong trabaho.,opinion,1
phl,phl-mssge-17,feminism-right-opinion-group-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Ang mga stay-at-home moms na hindi nagbabayad ng buwis ay hindi dapat pahintulutang bumoto!,opinion,2
phl,phl-mssge-18,feminism-right-insult-group-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Ang mga stay-at-home moms ay tamad lang at walang kwenta.,insult,1
phl,phl-mssge-19,feminism-right-insult-personal-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,male,personal,Isa kang chaunivist.,insult,1
phl,phl-mssge-20,feminism-right-insult-personal-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,female,personal,Isa ka lang tamad at walang kwenta.,insult,1
phl,phl-mssge-21,feminism-right-insult-group-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Ang mga stay-at-home moms ay mga linta sa sistema!,insult,2
phl,phl-mssge-22,feminism-right-insult-personal-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,male,personal,seksistang baboy!,insult,2
phl,phl-mssge-23,feminism-right-insult-personal-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,female,personal,Isa kang linta sa sistema!,insult,2
phl,phl-mssge-24,feminism-right-threat-group-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Ang mga stay-at-home moms ay dapat suntukin sa mukha.,threat,1
phl,phl-mssge-25,feminism-right-threat-personal-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,personal,Sana'y may sumuntok sa mukha mo.,threat,1
phl,phl-mssge-26,feminism-right-threat-group-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,Dapat sunugin ng mga stay-at-home moms ang kanilang mga bahay at sila'y mamatay.,threat,2
phl,phl-mssge-27,feminism-right-threat-personal-2,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,personal,Sana'y may sumunog sa bahay mo at mamatay ka!,threat,2
phl,phl-mssge-28,feminism-right-mocking-group-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,"Ah, oo, pinakamahusay ang mga stay-at-home moms.",mocking,1
phl,phl-mssge-29,feminism-right-mocking-personal-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,personal,"Oo, sumasang-ayon akong ang nanay mo ang naging pinakamahusay lol.",mocking,1
phl,phl-mssge-30,feminism-right-meme-group-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,group,feminism_r_group.jpeg,meme,1
phl,phl-mssge-31,feminism-right-meme-personal-1,feminism,right,Stay-at-home moms,Ang mga stay-at-home moms ay ang pinakamahusay!,NA,personal,feminism_r_personal.jpeg,meme,1
phl,phl-mssge-32,mensrights-left-opinion-group-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,Kaunting oras lamang ang dapat na gugulin nga mga kalalakihan sa pag-iyak at mas maraming oras sa paghahanap-buhay.,opinion,1
phl,phl-mssge-33,mensrights-left-opinion-group-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,Ang lahat ng mga lalaki ay kailangang maglingkod sa hukbo nang sila'y maging malakas at matatag!,opinion,2
phl,phl-mssge-34,mensrights-left-insult-group-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,Ang mga iyaking lalaki ay lubos na aksaya ng oras.,insult,1
phl,phl-mssge-35,mensrights-left-insult-personal-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,personal,Lubos kang aksaya ng oras.,insult,1
phl,phl-mssge-36,mensrights-left-insult-group-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,Ang mga iyaking lalaki ay resulta ng mahihinang hene o genes!,insult,2
phl,phl-mssge-37,mensrights-left-insult-personal-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,male,personal,Malinaw na resulta ka ng mahihinang hene o genes!,insult,2
phl,phl-mssge-38,mensrights-left-insult-personal-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,female,personal,Ang pamilya mo ay malinaw na resulta ng mahihinang hene o genes!,insult,2
phl,phl-mssge-39,mensrights-left-threat-group-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,"Suntukin ang lahat ng mahihinang lalaki, gawin silang matatag.",threat,1
phl,phl-mssge-40,mensrights-left-threat-personal-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,personal,Dapat lang na masuntok ka sa mukha.,threat,1
phl,phl-mssge-41,mensrights-left-threat-group-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,Ang mga iyaking lalaki ay dapat ikapon!,threat,2
phl,phl-mssge-42,mensrights-left-threat-personal-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,male,personal,Dapat kang ikapon!,threat,2
phl,phl-mssge-43,mensrights-left-threat-personal-2,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,female,personal,Dapat kang magahasa!,threat,2
phl,phl-mssge-44,mensrights-left-mocking-group-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,"Oo, kailangan natin ng mas maraming lalaking may emosyon ng isang pilyong walong taong gulang lol.",mocking,1
phl,phl-mssge-45,mensrights-left-mocking-personal-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,personal,"Oo, sweetie, pumunta ka sa iyong nanay at iiyak mo na ang lahat.",mocking,1
phl,phl-mssge-46,mensrights-left-meme-group-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,group,men_l_group.jpeg,meme,1
phl,phl-mssge-47,mensrights-left-meme-personal-1,mensrights,left,Weak men,Okay lang umiyak ang mga lalaki!,NA,personal,men_l_personal.jpeg,meme,1
phl,phl-mssge-48,mensrights-right-opinion-group-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Ang mga lalaking toxic ay walang lugar sa Internet.,opinion,1
phl,phl-mssge-49,mensrights-right-opinion-group-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Dapat may batas na humahadlang sa mga lalaking toxic na maging nasa kapangyarihan!,opinion,2
phl,phl-mssge-50,mensrights-right-insult-group-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Karamihan ng mga lalaki ay mga tangang toxic.,insult,1
phl,phl-mssge-51,mensrights-right-insult-personal-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,male,personal,Isa kang tangang toxic.,insult,1
phl,phl-mssge-52,mensrights-right-insult-personal-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,female,personal,Isa kang tangang tradisyonal na maybahay.,insult,1
phl,phl-mssge-53,mensrights-right-insult-group-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Karamihan ng mga lalaki ay malalaswang nagsasamantala!,insult,2
phl,phl-mssge-54,mensrights-right-insult-personal-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,male,personal,Isa kang malaswang nagsasamantala!,insult,2
phl,phl-mssge-55,mensrights-right-insult-personal-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,female,personal,Isa ang tamad na puta!,insult,2
phl,phl-mssge-56,mensrights-right-threat-group-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Ang mga lalaking toxic ay dapat suntukin sa mukha.,threat,1
phl,phl-mssge-57,mensrights-right-threat-personal-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,personal,Dapat kang suntukin sa mukha.,threat,1
phl,phl-mssge-58,mensrights-right-threat-group-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,Ang mga lalaking toxic ay dapat barilin!,threat,2
phl,phl-mssge-59,mensrights-right-threat-personal-2,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,personal,Dapat kang barilin!,threat,2
phl,phl-mssge-60,mensrights-right-mocking-group-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,"Ah, oo, talagang kailangan natin ng mas maraming lalaking toxic.",mocking,1
phl,phl-mssge-61,mensrights-right-mocking-personal-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,personal,"Aw, kailangan mo ba ng ilang malaki at malakas na lalaking mag-aalaga sa iyo, honey?",mocking,1
phl,phl-mssge-62,mensrights-right-meme-group-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,group,men_r_group.jpeg,meme,1
phl,phl-mssge-63,mensrights-right-meme-personal-1,mensrights,right,Toxic men,Kailangan natin ng mga lalaking matatag at may sariling-sikap.,NA,personal,men_r_personal.jpeg,meme,1
phl,phl-mssge-64,immigration-left-opinion-group-1,immigration,left,Immigrants,Ang imigrasyon ang nagpapatibay at nagpapabuti sa ating lipunan.,NA,group,Ang dapat ay mga legal na imigrante lamang ang ating tanggapin.,opinion,1
phl,phl-mssge-65,immigration-left-opinion-group-2,immigration,left,Immigrants,Ang imigrasyon ang nagpapatibay at nagpapabuti sa ating lipunan.,NA,group,Dapat i-deport ng pamahalaan ang mas maraming imigrante!,opinion,2
